iterations,train_loss,test_loss,Accuracy,timestamp,checkpoint_dir_name,done,training_iteration,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,experiment_tag,config/num_blocks,config/use_skip,config/filters,config/use_batchnorm,config/dropout,config/units,config/img_size,config/batchsize,config/epochs,config/lr,config/logdir
9,0.82844096,0.9848430048335682,0.5894886363636364,1781612003,,True,10,2026-06-16_14-13-23,8.506525993347168,95.5159854888916,37346,Vinces-MacBook-Pro-2.local,127.0.0.1,95.5159854888916,10,"0_num_blocks=2,use_skip=False",2,False,32,True,0.0,128,96,32,10,0.001,/Users/vince/Documents/HAN/MADS-ML-Vincent/ray_results
9,0.6657187,1.1725819869474932,0.5667613636363636,1781612037,,True,10,2026-06-16_14-13-57,12.029236793518066,129.39113521575928,37347,Vinces-MacBook-Pro-2.local,127.0.0.1,129.39113521575928,10,"1_num_blocks=3,use_skip=False",3,False,32,True,0.0,128,96,32,10,0.001,/Users/vince/Documents/HAN/MADS-ML-Vincent/ray_results
9,0.49811432,0.8098489181561903,0.7088068181818182,1781612160,,True,10,2026-06-16_14-16-00,14.650130033493042,152.21596240997314,37704,Vinces-MacBook-Pro-2.local,127.0.0.1,152.21596240997314,10,"2_num_blocks=4,use_skip=False",4,False,32,True,0.0,128,96,32,10,0.001,/Users/vince/Documents/HAN/MADS-ML-Vincent/ray_results
9,0.69651896,0.6495010229674253,0.7528409090909091,1781612408,,True,10,2026-06-16_14-20-08,35.04771089553833,367.1154010295868,37791,Vinces-MacBook-Pro-2.local,127.0.0.1,367.1154010295868,10,"3_num_blocks=2,use_skip=True",2,True,32,True,0.0,128,96,32,10,0.001,/Users/vince/Documents/HAN/MADS-ML-Vincent/ray_results
9,0.63834983,0.8849769234657288,0.7116477272727273,1781612630,,True,10,2026-06-16_14-23-50,45.26504397392273,465.88282895088196,38067,Vinces-MacBook-Pro-2.local,127.0.0.1,465.88282895088196,10,"4_num_blocks=3,use_skip=True",3,True,32,True,0.0,128,96,32,10,0.001,/Users/vince/Documents/HAN/MADS-ML-Vincent/ray_results
9,0.54699373,0.7786609489809383,0.6960227272727273,1781613197,,True,10,2026-06-16_14-33-17,92.47431898117065,784.6907079219818,38760,Vinces-MacBook-Pro-2.local,127.0.0.1,784.6907079219818,10,"5_num_blocks=4,use_skip=True",4,True,32,True,0.0,128,96,32,10,0.001,/Users/vince/Documents/HAN/MADS-ML-Vincent/ray_results
